Nr.crt.,Numar Anunt,Data Publicare,Denumire Autoritate contractanta,CUI,Judet,Tip Contract,Utilitati,Tip Procedura,Criteriu Atribuire,Valoare Estimata,Moneda,Modalitate Desfasurare,Trimis la OJEU,Fonduri Comunitare,Cod CPV,Denumire Cod CPV
25,148769,08.01.2014 01:30,COMPANIA NATIONALA DE AUTOSTRAZI SI DRUMURI NATIONALE DIN ROMANIA SA,16054368,Bucuresti,Lucrari,NU,Licitatie deschisa,Pretul cel mai scazut,"94,700,240.70",RON,Offline,DA,DA,45233120-6,Lucrari de constructii de drumuri (Rev.2)
26,148767,08.01.2014 10:04,REGIA NATIONALA A PADURILOR - ROMSILVA RA,RO1590120,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"50,400.00",RON,Offline,NU,NU,09211000-1,Uleiuri lubrifiante si agenti lubrifianti (Rev.2)
27,148768,08.01.2014 10:05,Societatea Comerciala  COMPLEXUL ENERGETIC OLTENIA SA,RO 30267310,Gorj,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,"466,000.00",RON,Offline,NU,NU,50511100-1,Servicii de reparare si de intretinere a pompelor de lichid (Rev.2)
28,148770,08.01.2014 10:08,REGIA NATIONALA A PADURILOR - ROMSILVA RA,RO1590120,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,400.00,RON,Offline,NU,NU,15872400-5,Sare (Rev.2)
29,148787,08.01.2014 16:12,"Compania Nationala de Cai Ferate ""CFR"" - SA",RO 11054529,Bucuresti,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,"96,000.00",RON,Offline,NU,NU,90910000-9,Servicii de curatenie (Rev.2)
30,148781,08.01.2014 17:11,PENITENCIARUL SPITAL COLIBASI,11750504,Arges,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"576,733.22",RON,Online,NU,NU,33600000-6,Produse farmaceutice (Rev.2)
31,148777,09.01.2014 01:30,HUNT OIL COMPANY OF ROMANIA SRL,27102380,Bucuresti,Servicii,NU,Licitatie restransa,Oferta cea mai avantajoasa d.p.d.v. economic,"1,500,000.00",EUR,Offline,DA,NU,76300000-6,Servicii de foraj (Rev.2)
32,148757,09.01.2014 01:30,Ministerul Dezvoltarii Regionale si Administratiei Publice,26369185,Bucuresti,Servicii,NU,Licitatie deschisa,Pretul cel mai scazut,"1,057,539.52",RON,Offline,DA,DA,71319000-7,Servicii de expertiza (Rev.2)
33,148774,09.01.2014 01:30,Municipiul Galati,3814810,Galati,Lucrari,NU,Licitatie deschisa,Oferta cea mai avantajoasa d.p.d.v. economic,"25,941,366.60",RON,Online,DA,NU,45211000-9,Lucrari de constructii de imobile colective si de case individuale (Rev.2)
34,148775,09.01.2014 01:30,HUNT OIL COMPANY OF ROMANIA SRL,27102380,Bucuresti,Servicii,NU,Licitatie restransa,Oferta cea mai avantajoasa d.p.d.v. economic,"300,000.00",EUR,Offline,DA,NU,76200000-5,Servicii profesionale privind industria petroliera (Rev.2)
35,148776,09.01.2014 01:30,HUNT OIL COMPANY OF ROMANIA SRL,27102380,Bucuresti,Servicii,NU,Licitatie restransa,Oferta cea mai avantajoasa d.p.d.v. economic,"1,500,000.00",EUR,Offline,DA,NU,76200000-5,Servicii profesionale privind industria petroliera (Rev.2)
36,148783,09.01.2014 01:30,SPITALUL JUDETEAN DE URGENTA PIATRA NEAMT,2613362,Neamt,Servicii,NU,Licitatie deschisa,Pretul cel mai scazut,"1,300,000.00",RON,Offline,DA,NU,85150000-5,Servicii de imagistica medicala (Rev.2)
37,148773,09.01.2014 01:30,"SNTFC ""CFR CALATORI"" S.A.",RO 11054545,Bucuresti,Servicii,DA,Negociere,Pretul cel mai scazut,"820,000.00",RON,Offline,DA,NU,66113000-5,Servicii de acordare de credit (Rev.2)
38,148788,09.01.2014 01:30,REGIA NATIONALA A PADURILOR - ROMSILVA RA,RO1590120,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"172,500.00",EUR,Offline,DA,NU,34134100-6,Camioane cu platforma (Rev.2)
39,148771,09.01.2014 01:30,SPITALUL CLINIC JUDETEAN DE URGENTA SF.SPIRIDON IASI,4701312,Iasi,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"1,088,350.00",RON,Offline,DA,NU,33183100-7,Implanturi ortopedice (Rev.2)
40,148796,09.01.2014 10:21,Penitenciarul cu Regim de Maxima Siguranta Bucuresti,4193095,Ilfov,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"550,996.44",RON,Online,NU,NU,15800000-6,Diverse produse alimentare (Rev.2)
41,148779,09.01.2014 10:25,S.C Filiala de Distributie a Energiei  Electrice - Electrica Distributie Muntenia Nord S.A.,RO14506181,Prahova,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,"903,000.00",RON,Offline,NU,NU,30213000-5,Computere personale (Rev.2)
42,148780,09.01.2014 10:28,REGIA NATIONALA A PADURILOR - ROMSILVA RA,RO1590120,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"6,000.00",RON,Offline,NU,NU,03211200-5,Porumb (Rev.2)
43,148785,09.01.2014 10:53,COMPANIA NATIONALA DE AUTOSTRAZI SI DRUMURI NATIONALE DIN ROMANIA SA,16054368,Bucuresti,Servicii,NU,Licitatie deschisa,Pretul cel mai scazut,"241,935.00",RON,Offline,NU,NU,50112000-3,Servicii de reparare si de intretinere a automobilelor (Rev.2)
44,148790,09.01.2014 10:54,SOCIETATEA COMPLEXUL ENERGETIC HUNEDOARA S.A.,RO30855230,Hunedoara,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,"226,848.00",RON,Offline,NU,NU,60180000-3,Inchiriere de vehicule de transport de marfuri cu sofer (Rev.2)
45,148794,09.01.2014 10:56,REGIA NATIONALA A PADURILOR - ROMSILVA RA,RO1590120,Bucuresti,Servicii,NU,Licitatie deschisa,Pretul cel mai scazut,"53,859.70",RON,Offline,NU,NU,50312000-5,Repararea si intretinerea echipamentului informatic (Rev.2)
46,148804,09.01.2014 15:53,CONSILIUL JUDETEAN OLT,4394706,Olt,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"168,300.00",RON,Offline,NU,DA,38000000-5,"Echipamente de laborator, optice si de precizie (cu exceptia ochelarilor) (Rev.2)"
47,148816,09.01.2014 15:53,Electrocentrale Bucuresti S.A.,RO 15189596,Bucuresti,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,"3,400.00",RON,Online,NU,NU,42124330-6,Piese pentru compresoare de aer (Rev.2)
48,148795,10.01.2014 01:30,Spitalul Clinic de Psihiatrie Prof. Dr. Alexandru Obregia,4266162,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"21,537,193.60",RON,Online,DA,NU,33660000-4,Medicamente pentru sistemul nervos si organele senzoriale (Rev.2)
49,148789,10.01.2014 01:30,Spitalul Clinic de Urgenta Bucuresti,4505332,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"1,479,648.24",RON,Offline,DA,NU,33140000-3,Consumabile medicale (Rev.2)
50,148791,10.01.2014 01:30,ADMINISTRATIA PREZIDENTIALA,4283732,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"1,008,064.52",RON,Offline,DA,NU,09310000-5,Electricitate (Rev.2)
51,148793,10.01.2014 01:30,REGIA AUTONOMA AEROPORT CRAIOVA,RO 10300854,Dolj,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,"1,350,000.00",RON,Offline,DA,NU,34960000-4,Echipament aeroportuar (Rev.2)
52,148784,10.01.2014 01:30,SPITALUL CLINIC COLTEA,4192960,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"19,605,451.60",RON,Online,DA,NU,33600000-6,Produse farmaceutice (Rev.2)
53,148798,10.01.2014 01:30,Statiunea de cercetare dezvoltare-agricola Lovrin,RO 9179830,Timis,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"3,160,000.00",RON,Offline,DA,NU,24410000-1,Ingrasaminte azotate (Rev.2)
54,148782,10.01.2014 01:30,Compania Nationala a Uraniului - S.A. Bucuresti,10254529,Bucuresti,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,"6,806,520.00",RON,Online,DA,NU,24411000-8,Acid azotic si saruri (Rev.2)
55,148808,10.01.2014 01:30,AGENTIA NATIONALA DE INTEGRITATE,22838777,Bucuresti,Servicii,NU,Licitatie deschisa,Oferta cea mai avantajoasa d.p.d.v. economic,"24,544,481.00",RON,Offline,DA,DA,72212900-8,Diverse servicii de dezvoltare de software si sisteme informatice (Rev.2)
56,148792,10.01.2014 01:30,Spitalul Clinic de Urgenta Bucuresti,4505332,Bucuresti,Servicii,NU,Licitatie deschisa,Pretul cel mai scazut,"174,728.00",RON,Offline,DA,NU,50421000-2,Servicii de reparare si de intretinere a echipamentului medical (Rev.2)
57,148806,10.01.2014 10:30,Spitalul Clinic de Urgenta pentru Copii Cluj-Napoca,4426352,Cluj,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"552,444.00",RON,Offline,NU,NU,33696500-0,Reactivi de laborator (Rev.2)
58,148817,10.01.2014 10:48,SPITALUL CLINIC C.F. CLUJ,4288349,Cluj,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"156,755.82",RON,Online,NU,NU,33660000-4,Medicamente pentru sistemul nervos si organele senzoriale (Rev.2)
59,148799,10.01.2014 10:58,SOCIETATEA COMPLEXUL ENERGETIC HUNEDOARA S.A.,RO30855230,Hunedoara,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,"650,811.00",RON,Offline,NU,NU,60180000-3,Inchiriere de vehicule de transport de marfuri cu sofer (Rev.2)
60,148800,10.01.2014 10:59,REGIA NATIONALA A PADURILOR - ROMSILVA RA,RO1590120,Bucuresti,Servicii,NU,Licitatie deschisa,Pretul cel mai scazut,"292,079.00",RON,Offline,NU,NU,50110000-9,Servicii de reparare si de intretinere a autovehiculelor si a echipamentelor conexe (Rev.2)
61,148807,10.01.2014 11:08,"Compania Nationala de Cai Ferate ""CFR"" - SA",RO 11054529,Bucuresti,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,"97,750.00",RON,Offline,NU,NU,34942000-2,Echipament de semnalizare (Rev.2)
62,148812,10.01.2014 11:12,URBIS S.A. Baia Mare,RO 10250004,Maramures,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,"21,941.00",EUR,Offline,NU,NU,66514110-0,Servicii de asigurare a autovehiculelor (Rev.2)
63,148813,10.01.2014 11:14,REGIA NATIONALA A PADURILOR - ROMSILVA RA,RO1590120,Bucuresti,Servicii,NU,Licitatie deschisa,Pretul cel mai scazut,"9,712.50",RON,Online,NU,NU,66515200-5,Servicii de asigurare a bunurilor (Rev.2)
64,148814,10.01.2014 11:15,REGIA NATIONALA A PADURILOR - ROMSILVA RA,RO1590120,Bucuresti,Servicii,NU,Licitatie deschisa,Pretul cel mai scazut,"80,256.00",RON,Online,NU,NU,71351810-4,Servicii de topografie (Rev.2)
65,148820,10.01.2014 15:50,REGIA NATIONALA A PADURILOR - ROMSILVA RA,RO1590120,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"65,200.00",RON,Offline,NU,NU,15712000-2,Furaje uscate (Rev.2)
66,148830,10.01.2014 15:56,"Societatea Comerciala Filiala de Distributie  a Energiei Electrice ""Electrica Distributie Transilvania Sud"" S.A.",RO14493260,Brasov,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,"528,000.00",RON,Offline,NU,NU,79900000-3,Diverse servicii comerciale si servicii conexe (Rev.2)
67,148818,11.01.2014 01:30,JUDETUL MARAMURES (CONSILIUL JUDETEAN MARAMURES),3627315,Maramures,Servicii,NU,Licitatie deschisa,Pretul cel mai scazut,"2,712,894.50",RON,Offline,DA,NU,79314000-8,Studiu de fezabilitate (Rev.2)
68,148815,11.01.2014 01:30,Societatea Nationala de Gaze Naturale Romgaz S.A.,RO 14056826,Sibiu,Servicii,DA,Licitatie deschisa,Oferta cea mai avantajoasa d.p.d.v. economic,"5,918,360.00",RON,Offline,DA,NU,66512210-7,Servicii de asigurare voluntara de sanatate (Rev.2)
69,148803,11.01.2014 01:30,Spitalul Clinic de Urgenta Bucuresti,4505332,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"1,350,300.00",RON,Offline,DA,NU,18143000-3,Echipamente de protectie (Rev.2)
70,148811,11.01.2014 01:30,UM 0510 BUCURESTI,11353288,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"56,922,609.24",RON,Offline,DA,NU,33690000-3,Diverse medicamente (Rev.2)
71,148809,11.01.2014 01:30,ECOAQUA SA CALARASI,RO16730672,Calarasi,Furnizare,DA,Licitatie deschisa,Oferta cea mai avantajoasa d.p.d.v. economic,"9,941,044.22",RON,Offline,DA,NU,09310000-5,Electricitate (Rev.2)
72,148801,11.01.2014 01:30,SPITALUL JUDETEAN DE URGENTA PLOIESTI,2844545,Prahova,Servicii,NU,Licitatie deschisa,Pretul cel mai scazut,"4,777,920.00",RON,Online,DA,NU,98310000-9,Servicii de spalatorie si de curatatorie uscata (Rev.2)
73,148805,11.01.2014 01:30,Societatea Comerciala  COMPLEXUL ENERGETIC OLTENIA SA,RO 30267310,Gorj,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,"13,044,884.26",RON,Offline,DA,NU,60170000-0,Inchiriere de vehicule de transport de persoane cu sofer (Rev.2)
74,148819,11.01.2014 01:30,PRODINF Software,22688033,Arges,Servicii,NU,Licitatie deschisa,Oferta cea mai avantajoasa d.p.d.v. economic,"2,954,587.00",RON,Offline,DA,DA,48000000-8,Pachete software si sisteme informatice (Rev.2)
75,148802,11.01.2014 01:30,JUDETUL SATU MARE,3897378,Satu Mare,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"19,642,318.36",RON,Offline,DA,NU,33100000-1,Echipamente medicale (Rev.2)
76,148825,13.01.2014 11:19,REGIA NATIONALA A PADURILOR - ROMSILVA RA,RO1590120,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"347,933.00",RON,Online,NU,NU,19521100-5,Folii din polistiren (Rev.2)
77,148827,13.01.2014 11:27,REGIA NATIONALA A PADURILOR - ROMSILVA RA,RO1590120,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"35,472.00",RON,Online,NU,NU,33141620-2,Truse medicale (Rev.2)
78,148832,13.01.2014 11:29,"UNIVERSITATEA ""BABES-BOLYAI""",4305849,Cluj,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"565,894.00",RON,Online,NU,NU,30192113-6,Cartuse de cerneala (Rev.2)
79,148834,13.01.2014 16:47,Institutul National de Cercetare Dezvoltare pentru Mecatronica si Tehnica Masurarii-INCDMTM,RO 930,Bucuresti,Furnizare,NU,Licitatie deschisa,Oferta cea mai avantajoasa d.p.d.v. economic,"80,750.00",RON,Offline,NU,DA,38424000-3,Echipament de masurare si de control (Rev.2)
80,148829,14.01.2014 01:30,Primaria Municipiului Tirgu-Mures,4322823,Mures,Servicii,NU,Licitatie deschisa,Pretul cel mai scazut,"603,258.91",RON,Offline,DA,DA,79212000-3,Servicii de auditare (Rev.2)
81,148837,14.01.2014 01:30,Ministerul Dezvoltarii Regionale si Administratiei Publice,26369185,Bucuresti,Servicii,NU,Licitatie deschisa,Pretul cel mai scazut,"2,268,000.00",RON,Offline,DA,DA,79212000-3,Servicii de auditare (Rev.2)
82,148822,14.01.2014 01:30,SPITALUL CLINIC OBSTETRICA GINECOLOGIE CUZA-VODA,4701320,Iasi,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"2,841,777.06",RON,Online,DA,NU,33690000-3,Diverse medicamente (Rev.2)
83,148840,14.01.2014 01:30,MUNICIPIUL TARGOVISTE,4279944,Dambovita,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"2,069,613.00",RON,Online,DA,DA,30200000-1,Echipament si accesorii pentru computer (Rev.2)
84,148823,14.01.2014 01:30,JUDETUL TELEORMAN,4652686,Teleorman,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"6,095,614.00",RON,Offline,DA,DA,33192000-2,Mobilier medical (Rev.2)
85,148824,14.01.2014 01:30,SPITALUL JUDETEAN SATU MARE,3963722,Satu Mare,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"2,612,624.00",RON,Online,DA,NU,33696200-7,Reactivi pentru analize de sange (Rev.2)
86,148847,14.01.2014 01:30,SPITALUL CLINIC JUDETEAN DE URGENTA CONSTANTA,4301103,Constanta,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"1,067,000.00",RON,Offline,DA,NU,33651600-4,Vaccinuri (Rev.2)
87,148833,14.01.2014 01:30,ENEL DISTRIBUTIE MUNTENIA S.A.,RO 14507322,Bucuresti,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,"4,606,997.50",RON,Online,DA,NU,31211340-3,Cleme pentru conectarea sigurantei (Rev.2)
88,148835,14.01.2014 01:30,AGENTIA ROMANA DE SALVARE A VIETII OMENESTI PE MARE,16330145,Constanta,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"2,280,000.00",RON,Online,DA,NU,09134220-5,Motorina (EN 590) (Rev.2)
89,148831,14.01.2014 01:30,AGENTIA NATIONALA DE ADMINISTRARE FISCALA,16031712,Bucuresti,Servicii,NU,Licitatie deschisa,Pretul cel mai scazut,"1,180,000.00",EUR,Offline,DA,NU,50800000-3,Diverse servicii de intretinere si de reparare (Rev.2)
90,148828,14.01.2014 01:30,CAMERA DEPUTATILOR,4265795,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"2,637,475.81",RON,Offline,DA,NU,09132100-4,Benzina fara plumb (Rev.2)
91,148821,14.01.2014 01:30,SOCIETATEA COMERCIALA  AQUACARAS S.A.  RESITA,R 16868757,Caras-Severin,Lucrari,DA,Licitatie deschisa,Pretul cel mai scazut,"40,256,815.00",RON,Offline,DA,DA,45231300-8,Lucrari de constructii de conducte de apa si de canalizare a apelor reziduale la mare distanta (Rev.2)
92,148836,14.01.2014 09:26,COMPANIA NATIONALA DE AUTOSTRAZI SI DRUMURI NATIONALE DIN ROMANIA SA,16054368,Bucuresti,Servicii,NU,Licitatie deschisa,Pretul cel mai scazut,"96,774.00",RON,Offline,NU,NU,50112000-3,Servicii de reparare si de intretinere a automobilelor (Rev.2)
93,148838,14.01.2014 09:28,"COMPANIA NATIONALA DE TRANSPORT AL ENERGIEI ELECTRICE ""TRANSELECTRICA"" S.A.",RO 13328043,Bucuresti,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,"265,823.00",RON,Offline,NU,NU,60130000-8,Servicii de transport rutier specializat de pasageri (Rev.2)
94,148842,14.01.2014 09:31,AUTORITATEA AERONAUTICA CIVILA ROMANA RA,RO 5205651,Bucuresti,Servicii,NU,Licitatie deschisa,Pretul cel mai scazut,"583,860.00",RON,Offline,NU,NU,64212000-5,Servicii de telefonie mobila (Rev.2)
95,148861,14.01.2014 13:51,"Universitatea de Stiinte Agricole si Medicina Veterinara "" Ion Ionescu de la Brad"" Iasi",4541840,Iasi,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"534,418.00",RON,Online,NU,DA,39180000-7,Mobilier de laborator (Rev.2)
96,148860,14.01.2014 14:22,COMPANIA DE TRANSPORT PUBLIC CLUJ-NAPOCA S.A.,RO 201195,Cluj,Furnizare,DA,Licitatie deschisa,Oferta cea mai avantajoasa d.p.d.v. economic,"220,000.00",EUR,Offline,NU,NU,34121100-2,Autobuze publice (Rev.2)
97,148850,14.01.2014 16:04,REGIA AUTONOMA PENTRU ACTIVITATI NUCLEARE,RO10882752,Mehedinti,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,"1,703,415.00",RON,Offline,NU,NU,60130000-8,Servicii de transport rutier specializat de pasageri (Rev.2)
98,148867,14.01.2014 16:20,REGIA NATIONALA A PADURILOR - ROMSILVA RA,RO1590120,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"30,000.00",RON,Offline,NU,NU,44511500-0,Ferastraie de mana (Rev.2)
99,148868,14.01.2014 16:21,REGIA NATIONALA A PADURILOR - ROMSILVA RA,RO1590120,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"300,000.00",RON,Offline,NU,NU,16600000-1,Utilaje agricole sau forestiere specializate (Rev.2)
100,148863,14.01.2014 16:49,Societatea Comerciala  COMPLEXUL ENERGETIC OLTENIA SA,RO 30267310,Gorj,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,"793,228.09",RON,Offline,NU,NU,15981100-9,Apa minerala plata (Rev.2)
101,148855,15.01.2014 01:30,Spitalul Clinic de Urgenta Bagdasar-Arseni,4943871,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"17,324,839.30",RON,Online,DA,NU,33690000-3,Diverse medicamente (Rev.2)
