Nr.crt.,Numar Anunt,Data Publicare,Denumire Autoritate contractanta,CUI,Judet,Tip Contract,Utilitati,Tip Procedura,Criteriu Atribuire,Valoare Estimata,Moneda,Modalitate Desfasurare,Trimis la OJEU,Fonduri Comunitare,Cod CPV,Denumire Cod CPV
11,92850,05.01.2010 16:44,Primaria Municipiului Tirgu-Mures,4322823,Mures,Lucrari,NU,Licitatie deschisa,Pretul cel mai scazut,"5,700,000.00",RON,Offline,NU,NU,45211000-9,Lucrari de constructii de imobile colective si de case individuale (Rev.2)
12,92876,06.01.2010 01:30,MUNICIPIUL PLOIESTI,2844855,Prahova,Servicii,NU,Licitatie deschisa,Oferta cea mai avantajoasa d.p.d.v. economic,"88,000,000.00",RON,Offline,DA,NU,90511000-2,Servicii de colectare a deseurilor menajere (Rev.2)
13,92830,06.01.2010 01:30,Municipiul Hunedoara,2127028,Hunedoara,Servicii,NU,Licitatie deschisa,Oferta cea mai avantajoasa d.p.d.v. economic,"27,376,908.00",RON,Offline,DA,NU,71314310-8,Servicii de inginerie termica pentru constructii (Rev.2)
14,92821,06.01.2010 01:30,MUNICIPIUL BUCURESTI,4267117,Bucuresti,Servicii,NU,Licitatie deschisa,Pretul cel mai scazut,"737,600.00",RON,Offline,DA,NU,79314000-8,Studiu de fezabilitate (Rev.2)
15,92820,06.01.2010 01:30,MUNICIPIUL BUCURESTI,4267117,Bucuresti,Servicii,NU,Licitatie deschisa,Pretul cel mai scazut,"1,408,000.00",RON,Offline,DA,NU,79314000-8,Studiu de fezabilitate (Rev.2)
16,92877,06.01.2010 01:30,MUNICIPIUL PLOIESTI,2844855,Prahova,Servicii,NU,Licitatie deschisa,Oferta cea mai avantajoasa d.p.d.v. economic,"20,000,000.00",RON,Offline,DA,NU,90670000-4,Servicii de dezinfectare si dezinfestare in mediu urban sau rural (Rev.2)
17,92857,06.01.2010 08:57,COMPANIA NATIONALA DE INVESTITII,14273221,Bucuresti,Lucrari,NU,Licitatie deschisa,Oferta cea mai avantajoasa d.p.d.v. economic,"4,806,014.00",RON,Offline,NU,NU,45200000-9,Lucrari de constructii complete sau partiale si lucrari publice (Rev.2)
18,92858,06.01.2010 09:00,COMPANIA NATIONALA DE INVESTITII,14273221,Bucuresti,Lucrari,NU,Licitatie deschisa,Oferta cea mai avantajoasa d.p.d.v. economic,"4,806,014.00",RON,Offline,NU,NU,45200000-9,Lucrari de constructii complete sau partiale si lucrari publice (Rev.2)
19,92862,06.01.2010 10:06,COMPANIA NATIONALA DE INVESTITII,14273221,Bucuresti,Lucrari,NU,Licitatie deschisa,Oferta cea mai avantajoasa d.p.d.v. economic,"4,806,014.00",RON,Offline,NU,NU,45200000-9,Lucrari de constructii complete sau partiale si lucrari publice (Rev.2)
20,92863,06.01.2010 10:10,COMPANIA NATIONALA DE INVESTITII,14273221,Bucuresti,Lucrari,NU,Licitatie deschisa,Oferta cea mai avantajoasa d.p.d.v. economic,"4,806,014.00",RON,Offline,NU,NU,45200000-9,Lucrari de constructii complete sau partiale si lucrari publice (Rev.2)
21,92864,06.01.2010 10:12,COMPANIA NATIONALA DE INVESTITII,14273221,Bucuresti,Lucrari,NU,Licitatie deschisa,Oferta cea mai avantajoasa d.p.d.v. economic,"4,806,014.00",RON,Offline,NU,NU,45200000-9,Lucrari de constructii complete sau partiale si lucrari publice (Rev.2)
22,92867,06.01.2010 10:17,COMPANIA NATIONALA DE INVESTITII,14273221,Bucuresti,Lucrari,NU,Licitatie deschisa,Oferta cea mai avantajoasa d.p.d.v. economic,"7,018,186.00",RON,Offline,NU,NU,45200000-9,Lucrari de constructii complete sau partiale si lucrari publice (Rev.2)
23,92856,06.01.2010 12:47,Regia Autonoma de Transport Bucuresti,1589886,Bucuresti,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,"495,200.00",RON,Offline,NU,NU,44425300-8,Benzi de cauciuc (Rev.2)
24,92875,06.01.2010 14:17,COMPANIA NATIONALA A HUILEI SA,R2135187,Hunedoara,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,"516,250.00",RON,Offline,NU,NU,50531300-9,Servicii de reparare si de intretinere a compresoarelor (Rev.2)
25,92900,06.01.2010 14:42,Complexul Energetic Turceni S.A.,R 16302447,Gorj,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,"722,420.00",RON,Offline,NU,NU,24900000-3,Produse chimice fine si produse chimice variate (Rev.2)
26,92919,06.01.2010 14:46,COMPANIA NATIONALA DE AUTOSTRAZI SI DRUMURI NATIONALE DIN ROMANIA SA,16054368,Bucuresti,Servicii,NU,Licitatie deschisa,Pretul cel mai scazut,"50,420.16",RON,Offline,NU,NU,79314000-8,Studiu de fezabilitate (Rev.2)
27,92921,06.01.2010 15:01,COMPLEXUL ENERGETIC CRAIOVA,R16299139,Dolj,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,"175,409.19",RON,Offline,NU,NU,71323100-9,Servicii de proiectare a sistemelor de energie electrica (Rev.2)
28,92888,06.01.2010 15:07,Directia Judeteana pentru Sport si Tineret Caras-Severin,4045684,Caras-Severin,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"504,201.68",RON,Offline,NU,NU,37450000-7,Echipament pentru sporturi in aer liber si de teren (Rev.2)
29,92882,06.01.2010 15:35,COMPLEXUL ENERGETIC CRAIOVA,R16299139,Dolj,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,"475,721.21",RON,Offline,NU,NU,50531100-7,Servicii de reparare si de intretinere a boilerelor (Rev.2)
30,92859,06.01.2010 16:08,COMPANIA NATIONALA DE INVESTITII,14273221,Bucuresti,Lucrari,NU,Licitatie deschisa,Oferta cea mai avantajoasa d.p.d.v. economic,"4,806,014.00",RON,Offline,NU,NU,45200000-9,Lucrari de constructii complete sau partiale si lucrari publice (Rev.2)
31,92869,06.01.2010 16:09,COMPANIA NATIONALA DE INVESTITII,14273221,Bucuresti,Lucrari,NU,Licitatie deschisa,Oferta cea mai avantajoasa d.p.d.v. economic,"7,018,186.00",RON,Offline,NU,NU,45200000-9,Lucrari de constructii complete sau partiale si lucrari publice (Rev.2)
32,92889,06.01.2010 16:10,COMPANIA NATIONALA DE INVESTITII,14273221,Bucuresti,Lucrari,NU,Licitatie deschisa,Oferta cea mai avantajoasa d.p.d.v. economic,"6,923,954.00",RON,Offline,NU,NU,45200000-9,Lucrari de constructii complete sau partiale si lucrari publice (Rev.2)
33,92890,06.01.2010 16:14,COMPANIA NATIONALA DE INVESTITII,14273221,Bucuresti,Lucrari,NU,Licitatie deschisa,Oferta cea mai avantajoasa d.p.d.v. economic,"6,923,954.00",RON,Offline,NU,NU,45200000-9,Lucrari de constructii complete sau partiale si lucrari publice (Rev.2)
34,92855,07.01.2010 01:30,Ministerul pentru Societatea Informationala,4220947,Bucuresti,Servicii,NU,Licitatie restransa accelerata,Oferta cea mai avantajoasa d.p.d.v. economic,"3,907,563.02",RON,Offline,DA,DA,71700000-5,Servicii de monitorizare si de control (Rev.2)
35,92883,07.01.2010 01:30,MUNICIPIUL PLOIESTI,2844855,Prahova,Lucrari,NU,Licitatie deschisa,Pretul cel mai scazut,"33,400,000.00",RON,Offline,DA,NU,45212224-2,Lucrari de constructii de stadioane (Rev.2)
36,92860,07.01.2010 01:30,Ministerul Afacerilor Externe,4266863,Bucuresti,Servicii,NU,Licitatie deschisa,Pretul cel mai scazut,"800,000.00",EUR,Offline,DA,DA,60420000-8,Servicii de transport aerian ocazional (Rev.2)
37,92871,07.01.2010 01:30,Spitalul Clinic de Pneumoftiziologie Iasi,4541262,Iasi,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"862,400.00",RON,Offline,DA,NU,24111900-4,Oxigen (Rev.2)
38,92878,07.01.2010 01:30,"Institutul de Boli Cardiovasculare ""Prof.Dr.C.C. Iliescu""",4203628,Bucuresti,Servicii,NU,Licitatie deschisa,Pretul cel mai scazut,"1,230,120.00",RON,Offline,DA,NU,90524400-0,"Servicii de colectare, de transport si de eliminare a deseurilor spitalicesti (Rev.2)"
39,92880,07.01.2010 01:30,UNIVERSITATEA MARITIMA DIN CONSTANTA,2747321,Constanta,Lucrari,NU,Licitatie deschisa,Pretul cel mai scazut,"11,600,000.00",RON,Offline,DA,NU,45000000-7,Lucrari de constructii (Rev.2)
40,92848,07.01.2010 01:30,COMPANIA DE APA OLT SA,RO 21307548,Olt,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,"400,000.00",RON,Offline,DA,DA,31642000-8,Aparate de detectie electronica (Rev.2)
41,92887,07.01.2010 01:30,Consiliul Judetean Calarasi,4294030,Calarasi,Lucrari,NU,Licitatie deschisa,Oferta cea mai avantajoasa d.p.d.v. economic,"45,886,502.00",RON,Offline,DA,DA,45233000-9,"Lucrari de constructii, de fundatie si de imbracare a autostrazilor si a drumurilor (Rev.2)"
42,92945,07.01.2010 12:44,SOCIETATEA NATIONALA RADIOCOMUNICATII,RO10881986,Bucuresti,Servicii,NU,Licitatie deschisa,Oferta cea mai avantajoasa d.p.d.v. economic,"26,400.00",EUR,Offline,NU,NU,64214400-3,Inchiriere de linii terestre de comunicatii (Rev.2)
43,92916,07.01.2010 12:44,Societatea Nationala de Gaze Naturale Romgaz S.A.,RO 14056826,Sibiu,Servicii,DA,Licitatie deschisa,Oferta cea mai avantajoasa d.p.d.v. economic,"800,000.00",RON,Offline,NU,NU,50112000-3,Servicii de reparare si de intretinere a automobilelor (Rev.2)
44,92953,07.01.2010 14:19,Comuna Danesti,4510452,Gorj,Lucrari,NU,Licitatie deschisa,Oferta cea mai avantajoasa d.p.d.v. economic,"2,400,000.00",RON,Offline,NU,NU,45233000-9,"Lucrari de constructii, de fundatie si de imbracare a autostrazilor si a drumurilor (Rev.2)"
45,92929,07.01.2010 14:53,INSTITUTUL NATIONAL CERCETARE DEZVOLTARE PENTRU ECOLOGIE INDUSTRIALA,RO 3268360,Bucuresti,Lucrari,NU,Licitatie deschisa,Oferta cea mai avantajoasa d.p.d.v. economic,"14,800,000.00",RON,Offline,NU,DA,45214620-2,Lucrari de constructii de unitati de cercetare si experimentare (Rev.2)
46,92924,07.01.2010 14:58,COMPANIA NATIONALA DE INVESTITII,14273221,Bucuresti,Lucrari,NU,Licitatie deschisa,Oferta cea mai avantajoasa d.p.d.v. economic,"6,923,954.00",RON,Offline,NU,NU,45200000-9,Lucrari de constructii complete sau partiale si lucrari publice (Rev.2)
47,92936,07.01.2010 15:02,COMUNA LETCA,4495158,Salaj,Lucrari,NU,Licitatie deschisa,Oferta cea mai avantajoasa d.p.d.v. economic,"3,653,535.00",RON,Offline,NU,NU,45332000-3,Lucrari de instalatii de apa si canalizare si de conducte de evacuare (Rev.2)
48,92961,07.01.2010 16:11,COMPANIA ROMANA DE AVIATIE ROMAVIA R.A.,RO 1590333,Bucuresti,Servicii,DA,Licitatie restransa,Pretul cel mai scazut,"180,000.00",EUR,Offline,NU,NU,50211100-8,Servicii de intretinere a aeronavelor (Rev.2)
49,92944,07.01.2010 16:27,ENEL DISTRIBUTIE MUNTENIA S.A.,RO 14507322,Bucuresti,Servicii,DA,Licitatie deschisa,Oferta cea mai avantajoasa d.p.d.v. economic,"645,600.00",RON,Offline,NU,NU,72000000-5,"Servicii IT: consultanta, dezvoltare de software, internet si asistenta (Rev.2)"
50,92895,08.01.2010 01:30,ASOCIATIA DE DEZVOLTARE INTERCOMUNITARA CAMPIA TRANSILVANIEI,23578870,Cluj,Lucrari,NU,Licitatie deschisa,Oferta cea mai avantajoasa d.p.d.v. economic,"20,147,235.00",RON,Offline,DA,DA,45232400-6,Lucrari de constructii de canalizare de ape reziduale (Rev.2)
51,92908,08.01.2010 01:30,"Universitatea de Medicina si Farmacie ""Iuliu Hatieganu"" Cluj-Napoca",4288047,Cluj,Servicii,NU,Licitatie deschisa,Oferta cea mai avantajoasa d.p.d.v. economic,"2,149,155.75",RON,Offline,DA,NU,71530000-2,Servicii de consultanta in constructii (Rev.2)
52,92951,08.01.2010 01:30,MUNICIPIUL BACAU,R4278337,Bacau,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"1,460,746.22",RON,Online,DA,NU,09132100-4,Benzina fara plumb (Rev.2)
53,92918,08.01.2010 01:30,Societatea Nationala de Transport Gaze Naturale TRANSGAZ SA Medias,RO13068733,Sibiu,Lucrari,DA,Licitatie deschisa,Pretul cel mai scazut,"23,576,530.00",RON,Offline,DA,NU,45231111-6,Lucrari de demontare si de inlocuire a conductelor (Rev.2)
54,92922,08.01.2010 01:30,COMUNA DOLJESTI (CONSILIUL LOCAL DOLJESTI),2613699,Neamt,Servicii,NU,Negociere accelerata,Pretul cel mai scazut,"1,780,000.00",RON,Offline,DA,NU,66113000-5,Servicii de acordare de credit (Rev.2)
55,92917,08.01.2010 01:30,SC APA SERV SA,RO22224874,Teleorman,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,"31,328,312.00",RON,Offline,DA,NU,66113000-5,Servicii de acordare de credit (Rev.2)
56,92920,08.01.2010 01:30,APA TARNAVEI MARI SA,RO 19502679,Sibiu,Lucrari,DA,Licitatie deschisa,Oferta cea mai avantajoasa d.p.d.v. economic,"17,800,000.00",RON,Offline,DA,DA,45232430-5,Statii de tratare a apei (Rev.2)
57,92946,08.01.2010 01:30,"SNTFC ""CFR CALATORI"" S.A.",RO 11054545,Bucuresti,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,"1,695,348.00",RON,Offline,DA,NU,98341100-6,Servicii de gestionare a spatiilor de cazare (Rev.2)
58,92902,08.01.2010 01:30,Municipiul Cluj-Napoca,4305857,Cluj,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"19,622,500.00",RON,Online,DA,NU,33682000-4,Dale de cauciuc (Rev.2)
59,92962,08.01.2010 09:24,MUNICIPIUL BUCURESTI,4267117,Bucuresti,Servicii,NU,Licitatie deschisa,Pretul cel mai scazut,"480,000.00",RON,Offline,NU,NU,79314000-8,Studiu de fezabilitate (Rev.2)
60,92965,08.01.2010 09:28,SPITALUL CLINIC JUDETEAN MURES,24014380,Mures,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"424,824.00",RON,Offline,NU,NU,15131120-2,Salamuri (Rev.2)
61,92964,08.01.2010 09:45,COMUNA OSICA DE SUS,4716801,Olt,Lucrari,NU,Licitatie deschisa,Oferta cea mai avantajoasa d.p.d.v. economic,"7,803,335.00",RON,Offline,NU,DA,45233140-2,Lucrari de drumuri (Rev.2)
62,92966,08.01.2010 09:53,Municipiul Timisoara,14756536,Timis,Lucrari,NU,Licitatie deschisa,Oferta cea mai avantajoasa d.p.d.v. economic,"3,915,789.00",RON,Offline,NU,NU,71322200-3,Servicii de proiectare a conductelor (Rev.2)
63,92974,08.01.2010 10:21,SC CENTRALA ELECTRICA DE TERMOFICARE HIDROCARBURI SA,RO 26176052,Arad,Servicii,DA,Negociere,Pretul cel mai scazut,"500,000.00",RON,Offline,NU,NU,66113000-5,Servicii de acordare de credit (Rev.2)
64,92975,08.01.2010 10:31,Spitalul Clinic de Urgenta Bagdasar-Arseni,4943871,Bucuresti,Servicii,NU,Licitatie deschisa,Pretul cel mai scazut,"76,800.00",RON,Offline,NU,NU,50421000-2,Servicii de reparare si de intretinere a echipamentului medical (Rev.2)
65,92979,08.01.2010 11:50,"SNTFC ""CFR CALATORI"" S.A.",RO 11054545,Bucuresti,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,"1,107,648.00",RON,Offline,NU,NU,75251000-0,Servicii de pompieri (Rev.2)
66,92980,08.01.2010 11:59,ADMINISTRATIA PREZIDENTIALA,4283732,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"426,050.42",RON,Offline,NU,NU,09132100-4,Benzina fara plumb (Rev.2)
67,92986,08.01.2010 13:50,SPITALUL CLINIC JUDETEAN MURES,24014380,Mures,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"237,120.00",RON,Online,NU,NU,33642200-4,Corticosteroizi pentru uz sistemic (Rev.2)
68,92983,08.01.2010 14:09,"SNTFC ""CFR CALATORI"" S.A.",RO 11054545,Bucuresti,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,"1,390,176.00",RON,Offline,NU,NU,98310000-9,Servicii de spalatorie si de curatatorie uscata (Rev.2)
69,92988,08.01.2010 14:35,Regia Autonoma de Transport Bucuresti,1589886,Bucuresti,Furnizare,DA,Negociere,Pretul cel mai scazut,"381,500.00",RON,Offline,NU,NU,34110000-1,Autoturisme (Rev.2)
70,92995,08.01.2010 15:22,"SNTFC ""CFR CALATORI"" S.A.",RO 11054545,Bucuresti,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,"133,900.00",RON,Offline,NU,NU,50220000-3,Servicii de reparare si de intretinere si servicii conexe pentru transportul feroviar si pentru alte echipamente (Rev.2)
71,92998,08.01.2010 15:35,"SNTFC ""CFR CALATORI"" S.A.",RO 11054545,Bucuresti,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,"11,474.00",RON,Offline,NU,NU,50220000-3,Servicii de reparare si de intretinere si servicii conexe pentru transportul feroviar si pentru alte echipamente (Rev.2)
72,92999,08.01.2010 15:48,"SNTFC ""CFR CALATORI"" S.A.",RO 11054545,Bucuresti,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,"66,980.00",RON,Offline,NU,NU,50220000-3,Servicii de reparare si de intretinere si servicii conexe pentru transportul feroviar si pentru alte echipamente (Rev.2)
73,93001,08.01.2010 15:59,"SNTFC ""CFR CALATORI"" S.A.",RO 11054545,Bucuresti,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,"66,650.00",RON,Offline,NU,NU,50220000-3,Servicii de reparare si de intretinere si servicii conexe pentru transportul feroviar si pentru alte echipamente (Rev.2)
74,93002,08.01.2010 16:49,Comuna Ieud (Consiliul local Ieud),3626956,Maramures,Furnizare,NU,Licitatie deschisa,Oferta cea mai avantajoasa d.p.d.v. economic,"260,630.00",RON,Offline,NU,DA,34120000-4,Autovehicule pentru transportul a 10 sau mai multe persoane (Rev.2)
75,92959,09.01.2010 01:30,Ministerul Agriculturii si Dezvoltarii Rurale,4221187,Bucuresti,Servicii,NU,Licitatie deschisa,Oferta cea mai avantajoasa d.p.d.v. economic,"4,400,000.00",EUR,Offline,DA,DA,66100000-1,Servicii bancare si de investitii (Rev.2)
76,92963,09.01.2010 01:30,MUNICIPIUL BUCURESTI,4267117,Bucuresti,Servicii,NU,Licitatie deschisa,Pretul cel mai scazut,"1,773,300.00",RON,Offline,DA,NU,79314000-8,Studiu de fezabilitate (Rev.2)
77,92927,09.01.2010 01:30,"Confederatia Nationala Sindicala - ""Cartel Alfa""",6273956,Bucuresti,Servicii,NU,Licitatie deschisa,Pretul cel mai scazut,"525,000.00",RON,Offline,DA,DA,79341000-6,Servicii de publicitate (Rev.2)
78,92958,09.01.2010 01:30,C.N.POSTA ROMANA S.A.,RO 427410,Bucuresti,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,"1,829,656.10",RON,Offline,DA,NU,30192800-9,Etichete autocolante (Rev.2)
79,92981,09.01.2010 01:30,Municipiul Hunedoara,2127028,Hunedoara,Lucrari,NU,Licitatie deschisa,Oferta cea mai avantajoasa d.p.d.v. economic,"584,763,921.00",RON,Offline,DA,NU,45000000-7,Lucrari de constructii (Rev.2)
80,93010,09.01.2010 18:54,COMUNA ZAGRA (PRIMARIA COMUNEI ZAGRA),4730563,Bistrita-Nasaud,Servicii,NU,Licitatie deschisa,Pretul cel mai scazut,"215,500.00",RON,Offline,NU,DA,71322000-1,Servicii de proiectare tehnica pentru constructia de lucrari publice (Rev.2)
81,92994,11.01.2010 08:25,COMUNA VALEA MARE PRAVAT (PRIMARIA VALEA MARE PRAVAT),5010196,Arges,Lucrari,NU,Licitatie deschisa,Oferta cea mai avantajoasa d.p.d.v. economic,"5,796,000.00",RON,Offline,NU,NU,45231100-6,Lucrari generale de constructii de conducte (Rev.2)
82,93013,11.01.2010 10:09,Regia Autonoma de Transport Bucuresti,1589886,Bucuresti,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,"446,693.00",RON,Offline,NU,NU,44318000-2,Conductori (Rev.2)
83,93008,11.01.2010 10:46,COMUNA OSICA DE SUS,4716801,Olt,Lucrari,NU,Licitatie deschisa,Oferta cea mai avantajoasa d.p.d.v. economic,"7,803,335.00",RON,Offline,NU,DA,45233140-2,Lucrari de drumuri (Rev.2)
84,93028,11.01.2010 13:53,Municipiul Galati,3814810,Galati,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"382,780.00",RON,Offline,NU,DA,38510000-3,Microscoape (Rev.2)
85,93038,11.01.2010 15:39,Municipiul Galati,3814810,Galati,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"246,039.00",RON,Offline,NU,DA,33155000-1,Aparate de fizioterapie (Rev.2)
86,93039,11.01.2010 15:52,SPITALUL CLINIC JUDETEAN MURES,24014380,Mures,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"61,431.30",RON,Offline,NU,NU,33621400-3,Substituenti de plasma sanguina si solutii pentru perfuzii (Rev.2)
87,93007,12.01.2010 01:30,CONSILIUL JUDETEAN CONSTANTA,2981739,Constanta,Servicii,NU,Licitatie deschisa,Oferta cea mai avantajoasa d.p.d.v. economic,"985,685.67",RON,Offline,DA,DA,71311300-4,Servicii de consultanta in infrastructura (Rev.2)
88,93020,12.01.2010 01:30,"Asociatia de Dezvoltare Intercomunitara ""Valea Barcaului""",18315079,Salaj,Lucrari,NU,Licitatie deschisa,Pretul cel mai scazut,"18,390,063.00",RON,Offline,DA,DA,45233120-6,Lucrari de constructii de drumuri (Rev.2)
89,92985,12.01.2010 01:30,JUDETUL ARGES,4229512,Arges,Servicii,NU,Licitatie deschisa,Pretul cel mai scazut,"566,230.00",RON,Offline,DA,DA,80530000-8,Servicii de formare profesionala (Rev.2)
90,92997,12.01.2010 01:30,Asociatia de Dezvoltare Intercomunitara Braesti Ion Neculce,24636537,Iasi,Lucrari,NU,Licitatie deschisa,Oferta cea mai avantajoasa d.p.d.v. economic,"21,588,070.00",RON,Offline,DA,DA,45332000-3,Lucrari de instalatii de apa si canalizare si de conducte de evacuare (Rev.2)
91,93021,12.01.2010 01:30,COMPANIA NATIONALA LOTERIA ROMÂNA S.A.,RO12397185,Bucuresti,Servicii,NU,Licitatie deschisa,Pretul cel mai scazut,"1,071,428.00",RON,Offline,DA,NU,79812000-9,Servicii de tiparire de bancnote (Rev.2)
92,93029,12.01.2010 09:38,"SNTFC ""CFR CALATORI"" S.A.",RO 11054545,Bucuresti,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,"565,920.00",RON,Offline,NU,NU,90900000-6,Servicii de curatenie si igienizare (Rev.2)
93,93049,12.01.2010 10:06,Municipiul Galati,3814810,Galati,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"131,262.00",RON,Offline,NU,DA,33122000-1,Echipament oftalmologic (Rev.2)
94,93042,12.01.2010 10:25,Municipiul Galati,3814810,Galati,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"421,040.00",RON,Offline,NU,DA,33111000-1,Aparate de radiologie (Rev.2)
95,93053,12.01.2010 10:48,Complexul Energetic Turceni S.A.,R 16302447,Gorj,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,"392,024.64",RON,Offline,NU,NU,24111900-4,Oxigen (Rev.2)
96,93050,12.01.2010 13:03,COMUNA MARGINENI (CONSILIUL LOCAL AL COMUNEI MARGINENI),4591627,Bacau,Lucrari,NU,Licitatie deschisa,Pretul cel mai scazut,"7,971,969.00",RON,Offline,NU,DA,45233120-6,Lucrari de constructii de drumuri (Rev.2)
97,93046,12.01.2010 13:45,AQUATIM S.A. Timisoara,RO 3041480,Timis,Lucrari,DA,Licitatie deschisa,Pretul cel mai scazut,"1,900,000.00",EUR,Offline,NU,DA,45232411-6,Lucrari de constructii de canalizari de ape reziduale (Rev.2)
98,93060,12.01.2010 13:47,COMPANIA NATIONALA DE AUTOSTRAZI SI DRUMURI NATIONALE DIN ROMANIA SA,16054368,Bucuresti,Servicii,NU,Licitatie deschisa,Oferta cea mai avantajoasa d.p.d.v. economic,"268,185.00",RON,Offline,NU,NU,66514110-0,Servicii de asigurare a autovehiculelor (Rev.2)
99,93066,12.01.2010 15:06,SPITALUL CLINIC JUDETEAN MURES,24014380,Mures,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"381,268.40",RON,Online,NU,NU,33661200-3,Analgezice (Rev.2)
100,93067,12.01.2010 15:12,SPITALUL CLINIC JUDETEAN MURES,24014380,Mures,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"244,688.19",RON,Online,NU,NU,33622100-7,Medicamente utilizate in cardiologie (Rev.2)
